Item No.,Item Description,CPT,Price
 3711969,BB ANTIBODY ELUTION EA,86860,$165.00
 3711970,BB ANTIBODY ID EA,86870,$206.00
 3711972,BB DIRECT COOMBS AHG,86880,$93.00
 3711977,BB ANTIBODY TITER EA,86886,$152.00
 3711980,BB ABO TYPE,86900,$46.00
 3711981,BB ABO TYPE CORD BLOOD,86900,$63.00
 3711982,BB ABO RH RETYPE,86900,$0.00
 3711983,BB RH TYPE,86901,$40.00
 3711989,BB ANTIGEN TYPING EA,86905,$164.00
 3711990,RH PHENOTYPE,86906,$164.00
 3711991,BB CROSSMATCH IMM SPIN,86920,$152.00
 3711992,BB CROSSMATCH INCUB,86921,$86.00
 3711993,BB CROSSMATCH AHG,86922,$152.00
 3711995,BB FFP THAWING,86927,$74.00
 3711996,BB FROZEN BLOOD UNIT,86930,$418.00
 3711998,BB AUTO SCREEN EA,86940,$38.00
 3711999,BB INCUBATED AUTO SCREEN,86941,$130.00
 3712000,BB IRRADIATION BLD EA,86945,$103.00
 3712002,BB BLOOD UNIT POOLING,86965,$109.00
 3712003,BB CRYO UNIT POOLING,86965,$47.00
 3712006,BB PRETREAT RBC'S ENZ EA,86971,$400.00
 3712007,BB PRETREAT RBC'S DENS EA,86972,$88.00
 3712011,BB PRETREAT SERUM INHIB EA,86977,$499.00
 3712012,BB PRETREAT SERUM ABSORP EA,86978,$88.00
 3712013,BB SPLITTING OF PRODUCT,86985,$38.00
 3712016,AFB CONCENTRATION,87015,$250.00
 3712018,CULTURE BLOOD,87040,$263.00
 3712019,CULTURE STOOL,87045,$171.00
 3712020,CX STL CAMPY (DNU),87046,$65.00
 3712021,CULTURE STL E COLI PLATE (DNU),87046,$65.00
 3712022,CULTURE STL VIBRIO PLATE (DNU),87046,$65.00
 3712023,CULTURE STL YERSINIA PLATE (DNU),87046,$65.00
 3712024,CULTURE ENVIRON EPIDEMI,87070,$113.00
 3712025,CULTURE NASOPHARYNGEAL,87070,$171.00
 3712026,MRSA SCREEN,87081,$125.00
 3712028,CULTURE ABSCESS (DNU),87070,$170.00
 3712030,CX ASPIRATE (DO NOT USE),87070,$170.00
 3712031,CULTURE (DO NOT USE),87070,$170.00
 3712032,CUL BODY FLUID,87070,$170.00
 3712033,CULTURE BONE MARROW,87070,$170.00
 3712034,CULTURE BONE NOT MARROW,87070,$170.00
 3712036,CULTURE BRONCH WASH,87070,$170.00
 3712037,CULTURE BRONCHIAL (DNU),87070,$170.00
 3712038,CULTURE CATHETER TIP,87070,$170.00
 3712039,CULTURE CERVICAL,87070,$170.00
 3712040,CULTURE CORD,87070,$170.00
 3712041,CULTURE CSF (DNU),87070,$170.00
 3712042,CULTURE DUODENAL ASP,87070,$170.00
 3712043,CULTURE EAR (DNU),87070,$170.00
 3712044,CULTURE EYE (DNU),87070,$170.00
 3712045,CULTURE GASTRIC (DNU),87070,$170.00
 3712046,CULTURE GENITAL,87070,$170.00
 3712051,CULTURE SINUS (DNU),87070,$170.00
 3712052,CULTURE SKIN (DNU),87070,$170.00
 3712053,CULTURE SPUTUM,87070,$170.00
 3712054,CULTURE SURGICAL SPEC (DNU),87070,$170.00
 3712056,CULTURE THROAT,87070,$170.00
 3712058,CULTURE TRACHEA,87070,$170.00
 3712059,CULTURE TUBE,87070,$170.00
 3712060,CULTURE UROGENITAL (DNU),87070,$170.00
 3712061,CULTURE WOUND,87070,$170.00
 3712063,CULTURE ANAEROBIC,87075,$201.00
 3712064,CULTURE ID,87077,$77.00
 3712065,ANAEROBIC ORG ID,87076,$100.00
 3712066,AEROBIC ORG ID,87077,$67.00
 3712070,CULTURE BORDETELLA PERT SCR,87081,$275.00
 3712071,CULTURE C DIFF ANAER SCR,87081,$250.00
 3712073,CULTURE DIPHTHERIA SCR,87081,$188.00
 3712075,CULTURE GARDNERELLA (DNU),87081,$113.00
 3712076,CULTURE GC SCR (DNU),87081,$105.00
 3712077,CULTURE H PYLORI SCR,87081,$150.00
 3712078,CULTURE LEGIONELLA SCR,87081,$413.00
 3712080,CULTURE STREP GROUP A SCR,87081,$105.00
 3712081,CULTURE STREP GROUP B SCR,87081,$113.00
 3712085,CULTURE COLONY COUNT (DNU),87086,$170.00
 3712086,CULTURE URINE,87088,$242.00
 3712088,CULTURE FUNGUS,87102,$200.00
 3712089,CULTURE FUNGUS BLOOD,87103,$200.00
 3712090,YEAST ID,87106,$108.00
 3712091,MOLD ID,87107,$101.00
 3712092,CULTURE MYCOPLASMA,87109,$189.00
 3712093,CULTURE UREAPLASMA,87109,$189.00
 3712094,CULTURE CHLAMYDIA,87110,$197.00
 3712095,CULTURE AFB,87116,$250.00
 3712096,AFB IDENTIFICATION,87118,$113.00
 3712100,BB ANTIBODY DETECTION,86850,$228.00
 3712101,BB ANTIBODY IDENTIFICATION,86870,$206.00
 3712102,BB ANTIGEN TYPING CLASS I,86902,$228.00
 3712103,BB ANTIGEN TYPING CLASS II,86902,$341.00
 3712104,BB ABO/SCREEN,86900,$163.00
 3712105,BB DIRECT ANTIGLOBULIN,86880,$82.00
 3712106,HANDLING/STAT/SHIPING FEE,99001,$779.00
 3712107,AUTO IMMUNE PANEL,86038,$335.00
 3712108,HANDLING/SHIPPING FEE,99001,$27.00
 3712109,MACRO EXAM PARASITE,87169,$115.00
 3712110,PINWORM EXAM,87172,$75.00
 3712112,O&P,87177,$124.00
 3712114,SUSC 1-12 DISKS,87184,$175.00
 3712115,SUSC BETA LACTAM,87185,$35.00
 3712116,SENSITIVITY MIC,87186,$98.00
 3712119,SUSC AFB EA AGENT,87190,$38.00
 3712126,GRAM STAIN,87205,$76.00
 3712129,CRYPTOSPORIDIUM SMEAR,87206,$75.00
 3712130,O&P SMEAR CONC ID,87209,$124.00
 3712131,SMEAR AFB,87206,$63.00
 3712140,SMEAR MALARIA,87207,$63.00
 3712141,SMEAR MICROSPORIDIUM,87207,$115.00
 3712143,SMEAR INDIA INK,87210,$64.00
 3712144,SMEAR WET MOUNT,87210,$60.00
 3712145,KOH PREP TISSUE,87220,$67.00
 3712146,C DIFFICILE TOXIN SEND OUT,87230,$250.00
 3712148,CULTURE CMV,87252,$257.00
 3712150,CULTURE HERPES SIMP 1&2,87252,$250.00
 3712151,CULTURE INFLUENZA,87252,$288.00
 3712153,CULTURE RSV,87252,$288.00
 3712154,CULTURE VARICELLA ZOSTER,87252,$288.00
 3712155,CULTURE VIRUS CPE,87252,$288.00
 3712158,CULTURE HERPES SHELL VIAL,87254,$150.00
 3712160,ADENOVIRUS AG IFT,87260,$75.00
 3712161,BORD PERTUSSIS AG IFT,87265,$88.00
 3712164,CHLAMYDIA AG IFT,87270,$138.00
 3712166,CRYPTOSPORIDIUM AG IFT,87272,$88.00
 3712169,INFLUENZA B AG IFT,87275,$101.00
 3712170,INFLUENZA A AG IFT,87276,$75.00
 3712172,LEG PNEUMOPHILIA AG IFT,87278,$170.00
 3712176,PARAINFLUENZA AG IFT,87279,$75.00
 3712179,PNEUMOCYSTIS CARINII IFT,87281,$150.00
 3712180,POLIOVIRUS (TYPE 1-3) ANTIBODY (SERUM),86658,$422.00
 3712186,CHLAMYDIA AG EIA,87320,$140.00
 3712189,GIARDIA AG EIA,87329,$100.00
 3712193,H PYLORI AG EIA NOT STL,87339,$88.00
 3712194,HEP B S AG EIA,87340,$213.00
 3712195,HEP B E AG EIA,87350,$88.00
 3712197,HISTOPLASMA AG EIA,87385,$288.00
 3712199,HIV 1 AG EIA,87390,$132.00
 3712200,INFLUENZA A AG EIA,87400,$38.00
 3712201,INFLUENZA B AG EIA,87400,$38.00
 3712205,STREP A AG EIA,87430,$125.00
 3712210,LEGIONELLA AG EIA (urine),87449,$132.00
 3712216,CHLAMYDIA T DIR PROBE,87490,$125.00
 3712217,CHLAMYDIA (DNU),87491,$161.00
 3712219,CMV AMP PROBE,87496,$297.00
 3712220,CMV DNA QUANT,87497,$375.00
 3712222,CARBOXYHEMOGLOBIN,82375,$315.00
 3712224,HEP B DNA(VIRAL) QUANT,87517,$303.00
 3712226,"HEP C, RIBA",86804,$258.00
 3712227,HEP C RNA QUANT,87522,$440.00
 3712228,   HEPATITIS C RNA PCR QUAL,87522,$394.00
 3712230,HSV SCREEN,86695,$277.00
 3712231,"HSV 1/2 DNA,QUANT, PCR",87530,$277.00
 3712232,HIV 1 AMP PROBE,87535,$250.00
 3712234,HIV 1 RNA QUANT,87535,$433.00
 3712243,GC DIR PROBE,87590,$113.00
 3712244,GC /CHLA AMP PROBE(urine),87591,$315.00
 3712248,E CHAFFEENSIS AMP PROBE,87798,$298.00
 3712249,E EQUI AMP PROBE,87798,$298.00
 3712250,ENTEROVIRUS AMP PROBE,87498,$363.00
 3712252,INFECT AGENT AMP PROBE,87798,$307.00
 3712254,"VARICELLA ZOSTER, DNA",87798,$550.00
 3712255,WEST NILE VIR AMP PROBE,87798,$300.00
 3712256,EB VIRUS DNA QN,87799,$500.00
 3712258,STREP GR B OPTICAL IA,87802,$50.00
 3712259,C DIFFICILE TOXIN A/B,87803,$113.00
 3712263,STREP A OPTICAL IA,87880,$125.00
 3712267,E COLI K1 AG OIA,87899,$101.00
 3712268,H INFLUENZA AG OIA,87899,$50.00
 3712269,N MENINGITIDIS AG OIA,87899,$50.00
 3712270,ROTAVIRUS AG,87425,$50.00
 3712271,RSV AG By QuickVue,87899,$100.00
 3712272,STREP PNEUMO AG OIA,87899,$50.00
 3712274,HCV QT w Reflex GENOTYPE,87522,$862.00
 3712277,CELL COUNT BODY FLD,89051,$93.00
 3712279,CELL CT & DIFF CSF,89051,$150.00
 3712280,CELL CT&DIFF BODY FL,89051,$150.00
 3712282,CRYSTALS BODY FL,89060,$119.00
 3712297,GC MS QUALITATIVE,82541,$119.00
 3712305,INFLUENZA RAPID FLU A+B,86710,$68.00
 3712306,INFLUENZA H1NI,87502,$205.00
 3712307,INFLUENZA A/B AG,87400,$55.00
 3712318,ADENOVIRUS PCR,87798,$663.00
 3712323,COLL CAPILLARY BLOOD,36416,$14.00
 3712325,AMPHETAMINES QL SQN,80101,$69.00
 3712331,AMPHETAMINES CONFIRM,80102,$250.00
 3712332,CORTISOL FREE URINE,82530,$264.00
 3712334,PTH RELATED PROTEIN RIA,83519,$213.00
 3712335,ASIALO-GM1 AB QN IGG IA,83520,$163.00
 3712338,TRYPTASE IA,83520,$163.00
 3712339,PROTEIN ELECTRO CSF,84166,$275.00
 3712340,SOLUBLE TRANSFERRIN REC,84238,$264.00
 3712342,FACTOR 2 ASSAY,85210,$202.00
 3712343,FACTOR 7 STABLE,85230,$276.00
 3712344,FACTOR 8 AHG,85240,$259.00
 3712345,FACTOR 9 ASSAY,85250,$205.00
 3712346,FACTOR 10 ASSAY,85260,$228.00
 3712347,FACTOR 11 ASSAY,85270,$214.00
 3712348,FACTOR 12 ASSAY,85280,$214.00
 3712350,COMPLEMENT C5,86160,$113.00
 3712351,JO-1 ANTIBODY,86235,$60.00
 3712353,STOOL WBC,87205,$67.00
 3712357,PROS SPEC AG (PSA) SCR,,$40.00
 3712359,RH IMMUNE GLOBULIN,90384,$499.00
 3712362,TRICHROME STAIN,88313,$141.00
 3712375,NASAL SMEAR EOS,89190,$63.00
 3712377,SWEAT COLLECT IONTOPHOR,89230,$200.00
 3712380,SEMEN ANALYSIS MOT & CT,89310,$96.00
 3712381,SEMEN ANALYSIS COMPLETE,89320,$388.00
 3712385,PH FECES,89240,$192.00
 3712387,REDUCING SUB STOOL,89240,$138.00
 3712389,DRUG SCRN COLLECT,99001,$20.00
 3712391,THERAPEUTIC PHLEB,99195,$184.00
 3712392,VENIPUNCTURE,36415,$27.00
 3712401,SUGARS MULTI QUAL,84377,$63.00
 3712402,FUROSEMIDE LASIX CHR,82542,$138.00
 3712403,THIAZIDE,82542,$138.00
 3712410,LACTOGEN,83632,$250.00
 3712420,TRAMADOL ULTRAM,82542,$175.00
 3712424,HSV-1 AB WB,84182,$388.00
 3712425,HSV-2 AB WB,84182,$388.00
 3712427,PROTIME DAILY,85610,$58.00
 3712428,PTT POC,85730,$58.00
 3712429,HEPARIN RESPONSE POC,85530,$138.00
 3712431,HEPARIN POC,85520,$162.00
 3712432,PROTAMINE RESPONSE POC,85530,$138.00
 3712434,PROTAMINE POC,85525,$125.00
 3712436,FIBRINOGEN ACTIVITY POC,85384,$147.00
 3712441,ASCA IGG ELISA,83520,$179.00
 3712442,ASCA IGA ELISA,83520,$179.00
 3712443,MAG AB WB & INTERP& BAND,84182,$388.00
 3712444,WESTERN BLOT INTRP & RPT,84181,$216.00
 3712460,HEMOGLOBIN F HPLC,83021,$131.00
 3712461,TRICYCLICS MULTI CHR,82492,$188.00
 3712462,ARIPIPRAZOLE CHR\MS,82542,$200.00
 3712463,CULTURE BRUCELLA SCR,87081,$99.00
 3712464,HLA A/B MULT AG TYPING,86813,$748.00
 3712465,DOPAMINE CHR,82542,$187.00
 3712466,A2 MACROGLOBULIN NEPH,83883,$275.00
 3712467,TIMP-1,83520,$213.00
 3712469,DRUG SCR COMP GASTRIC,80304,$313.00
 3712470,POTASSIUM 24HR URINE,84133,$116.00
 3712473,HPV IN SITU HYBRID,88365,$538.00
 3712476,DRUG SCREEN SINGLE,80101,$47.00
 3712480,STRIATED MUSCLE AB QN,83520,$125.00
 3712481,CA CHANNEL BIND AB P/Q,83519,$213.00
 3712482,CA CHANNEL BIND AB N TYP,83519,$213.00
 3712527,FUNGAL SENSITIVITY MIC,87186,$288.00
 3712528,FUNGAL SENSITIVITY MLC,87187,$313.00
 3712530,PERTUSSIS DNA AMP PROBE,87801,$375.00
 3712531,YEAST SENSITIVITY MIC,87186,$500.00
 3712761,AMYLASE 24HR URINE,82150,$116.00
 3712762,CCP AB,86200,$92.00
 3712763,CULTURE  (DNU),87070,$230.00
 3712764,CALCIUM 24HR URINE,82340,$87.00
 3712765,CHLORIDE 24HR URINE,82436,$107.00
 3712766,GLUCOSE 24HR URINE,82945,$119.00
 3712767,GLUCOSE URINE,82945,$119.00
 3712769,PHOSPHORUS 24HR URINE,84105,$75.00
 3712771,SODIUM 24HR URINE,84300,$108.00
 3712772,UREA 24HR URINE,84540,$116.00
 3712774,UREA URINE,84540,$116.00
 3712775,CARDIAC ENZYMES PANEL,,$474.00
 3712777,BB TRANSFUSION REACTION,86078,$215.00
 3712778,RUSSELL VIPER VENOM DILUTED,85613,$87.00
 3712779,PORPHOBILINOGEN URINE QT,84110,$31.00
 3712780,T3 REVERSE,84482,$215.00
 3712800,THHROID ANTIBODY PEROXIDAE,82024,$302.00
 3716088,Centromere B Ab,86038,$170.00
 3716336,THROMBOPOIETIN (TPO),83520,$315.00
 3716500,"HE4, OVARIAN CANCER MONITORING",86305,$170.00
 3716503,IBD PANEL,86021,$170.00
 3716538,"JAK2 V617F, Ql Ex 12,13 MPL W515 S505",81270,$222.00
 3716539,"JAK2 V617F, Qual with Reflex Exons 12,13",81270,$222.00
 3716599,IODINE,82542,$222.00
 3716732,"METHYLMALONIC ACID, SERUM",83921,$213.00
 3717911,MTHFR (DNA Mutation) LAV.,81291,$170.00
 3719733,"DRUG ABUSE PANEL, SERUM (red top)",80307,$170.00
 3719790,von WILLEBRAND COMPREHENSIVE PANEL,85240,$170.00
 3722995,BB FRESH FROZEN PLASMA,P9017,$525.00
 3728540,GLUTEN (f79) IgE,86003,$170.00
 3735080,LEUKEMIA/LYMPHOMA EVAL,88184,$105.00
 3736169,"ESTRADIOL, FREE",82670,$170.00
 3736399,VITAMIN B2 PLASMA LP/FZ,84252,$170.00
 3736564,"MUMPS VIRUS Ab (IgG, IgM)",86735,$170.00
 3736596,WEST NILE IGG IGM SERUM,86788,$83.00
 3737852,ZONISAMIDE,80203,$191.00
 3738928,SOLUBLE LIVER ANTIGEN AB,83520,$170.00
 3739484,"IgG/ALBUMIN RATIO, CSF",82042,$175.00
 3742773,URIC ACID 24HR URINE,84560,$75.00
 3752000,RETICULIN Ab (IgA) w/REFLEX,86255,$170.00
 3760000,CALCITONIN NEW,82308,$204.00
 3760005,CALCIUM IONIZED NEW,82330,$129.00
 3760010,CALCIUM URINE RANDOM NEW,82340,$93.00
 3760015,CEA NEW,82378,$178.00
 3760020,CATECHOLA TOT UR NEW,82382,$151.00
 3760025,CATECHOLAMINES BLD NEW,82383,$225.00
 3760030,"CATECHOLAMINES FRAC, (PLASMA) NEW",82384,$230.00
 3760035,CATECHOL FRACTION UR NEW,82384,$230.00
 3760040,CERULOPLASMIN NEW,82390,$87.00
 3760045,CHOLINESTERASE RBC NEW,82482,$35.00
 3760050,6MMP METABOLITE QN CHR NEW,82542,$225.00
 3760055,LAMOTRIGINE LAMICTAL CHR NEW,82542,$181.00
 3760060,COPPER BLOOD NEW,82525,$57.00
 3760065,CORTISOL TOTAL NEW,82533,$177.00
 3760070,CORTISOL TOTAL AM (new),82533,$125.00
 3760075,CREATININE URINE 24HR NEW,82540,$75.00
 3760080,"CREATININE, RANDOM URINE NEW",82570,$63.00
 3760085,VITAMIN B12 NEW,82607,$141.00
 3760090,DHEA-S NEW,82627,$213.00
 3760095,VITAMIN D 1 25 DIHY NEW,82652,$247.00
 3760100,ERYTHROPOIETIN QUANT NEW,82668,$177.00
 3760105,ESTRADIOL NEW,82670,$191.00
 3760110,ESTROGEN TOTAL NEW,82672,$193.00
 3760115,FERRITIN NEW,82728,$141.00
 3760120,FOLIC ACID (serum) NEW,82746,$325.00
 3760125,IGA NEW,82784,$103.00
 3760130,IGG NEW,82784,$103.00
 3760135,IGM NEW,82784,$56.00
 3760140,IGE NEW,82785,$75.00
 3760145,IMMUNOGLOBULIN G SUBCLASS 1 NEW,82787,$90.00
 3760150,IMMUNOGLOBULIN G SUBCLASS 2 NEW,82787,$88.00
 3760155,IMMUNOGLOBULIN G SUBCLASS 3 NEW,82787,$88.00
 3760156,"LACTOFERRIN, QUAL, STOOL NEW",83630,$105.00
 3760160,IMMUNOGLOBULIN G SUBCLASS 4 NEW,82787,$88.00
 3760165,GLUCOSE CSF NEW,82945,$88.00
 3760170,"GLUCOSE, BODY FLUID NEW",82945,$152.00
 3760175,FSH NEW,83001,$164.00
 3760180,LH NEW,83002,$160.00
 3760185,HAPTOGLOBIN QUANT NEW,83010,$127.00
 3760190,"HEAVY METAL PANEL, 24-HOUR URINE NEW",82175,$322.00
 3760195,COPPER - 24HR URINE NEW,82525,$44.00
 3760200,HOMOCYSTEINE QN NEW,83090,$317.00
 3760205,5-HIAA 24HR. URINE NEW,83497,$126.00
 3760210,ACETYLCHOL RCPT AB BLOCKING NEW,83519,$163.00
 3760215,ACETYLCHOL RCPT AB MODULATING NEW,83519,$163.00
 3760220,GLUT ACID DECARBOX AB NEW,86341,$163.00
 3760225,ALPHA FETOPROT(MALE) TUMOR MARKER NEW,83520,$200.00
 3760230,CELIAC PANEL W/O GLIADIN NEW,82784,$208.00
 3760235,GLIADIN ANTIBODY (IGA/AGG) QUANT NEW,83516,$340.00
 3760240,LIPOPROTEIN A ELECTRO NEW,83700,$175.00
 3760245,"METANEPHRINES,FRAC. FREE plasma NEW",83835,$230.00
 3760250,METANEPHRINES FRACT 24 HR NEW,83835,$238.00
 3760255,MYELIN BASIC PROT CSF NEW,83873,$175.00
 3760259,MITOCHONDRIAL AB w/ REFLEX,86255,$152.00
 3760260,MYOGLOBIN BLD NEW,83874,$170.00
 3760265,MYOGLOBIN URINE NEW,83874,$125.00
 3760270,KAPPA/LAMBDA LT-CHAINS FREEw/RATIO NEW,83883,$113.00
 3760275,FREE LAMBDA-LT CHAIN (NEPH) NEW,83883,$113.00
 3760280,FREE KAPPA/LAMBDA LT CHAIN (R) URINE NEW,83883X2,$585.00
 3760285,LACTIC ACID PLASMA NEW,83605,$251.00
 3760290,LACTIC ACID BODY FLUID NEW,83605,$313.00
 3760295,LEAD BLOOD NEW,83655,$95.00
 3760300,PREALBUMIN NEW,84134,$67.00
 3760305,PROGESTERONE NEW,84144,$167.00
 3760310,PROLACTIN NEW,84146,$194.00
 3760315,PROS SPEC AG FREE&TOTAL NEW,84154,$84.00
 3760320,ENDOMYSIAL ANTIBODY SCREEN IGA NEW,86355,$315.00
 3760325,OSMOLALITY BLD NEW,83930,$103.00
 3760330,OSMOLALITY UR NEW,83935,$105.00
 3760335,PTH INTACT NEW,83970,"$1,062.00"
 3760340,SP GRAV BODY FLUID NEW,84315,$72.00
 3760345,TESTOSTERONE FREE NEW,84402,$116.00
 3760350,TESTOSTERONE TOTAL (MALE) NEW,84403,$205.00
 3760355,VITAMIN B1 WB/LP (WHOLE BLOOD) NEW,84425,$151.00
 3760360,THYROGLOBULIN QUANT. NEW,84432,$168.00
 3760365,TRANSFERRIN NEW,84466,$58.00
 3760370,T3 UPTAKE (SERUM) NEW,84479,$108.00
 3760375,T3 TOTAL NEW,84480,$174.00
 3760380,T3 FREE NEW,84481,$174.00
 3760385,PROTEIN ELECTRO SERUM NEW,84165,$275.00
 3760390,PROTEIN ELECTRO URINE 24HR NEW,84166,$315.00
 3760393,FAT MALABSORPTION,82306,$247.00
 3760395,PROTEIN ELECTRO URINE RANDOM NEW,84166,$150.00
 3760400,VITAMIN B6 FZ/LP PLASMA NEW,84207,$212.00
 3760405,SELENIUM NEW,84255,$175.00
 3760410,SODIUM BLD NEW,84295,$64.00
 3760415,SODIUM RANDOM URINE w/ CREATININE NEW,84300,$91.00
 3760420,VMA URINE NEW,84585,$158.00
 3760425,ANTIDIURETIC HORMONE PROFILE NEW,84588,$148.00
 3760430,VITAMIN A NEW,84590,$131.00
 3760435,ZINC BLOOD NEW,84630,$93.00
 3760440,C-PEPTIDE NEW,84681,$150.00
 3760450,PROTEIN C ACTIVITY NEW,85303,$290.00
 3760455,ANA QUAL SCREEN W/ TITER REFLEX NEW,86038,$70.00
 3760460,C-REACTIVE PROTEIN NEW,86140,$96.00
 3760465,ANTICARDIOLIPIN AB IgA IgG IgM NEW,86147,$164.00
 3760470,COMPLEMENT C1 ESTERASE INHIBITOR NEW,86160,$135.00
 3760475,COMPLEMENT C3 NEW,86160,$135.00
 3760480,COMPLEMENT C4 NEW,86160,$135.00
 3760485,DNA Ab DS NEW,86225,$144.00
 3760490,RNP ANTIBODY NEW,86235,$60.00
 3760495,SCLERODERMA 70 AB NEW,86235,$60.00
 3760500,SJOGRENS A AB (SSA) NEW,86235,$123.00
 3760505,SJOGRENS B AB (SSB) NEW,86235,$123.00
 3760510,SMITH ANTIBODY NEW,86235,$123.00
 3760515,SLE COMP DIAG PANEL NEW,83516,$784.00
 3760520,LEUKOCYTE ALK PHOS SCORE NEW,85540,$251.00
 3760525,SMOOTH MUSC AB QUAL NEW,86255,$152.00
 3760530,ANCA CYTOPLASMIC TITER NEW,86256,$145.00
 3760535,CA 27-29 NEW,86300,$164.00
 3760540,CA 125 NEW,86304,$175.00
 3760545,MONO SCR (HETEROPHILE) DNU,86308,$93.00
 3760550,FOOD ALLERGY PANEL,86003 X16,$458.00
 3760555,LACOSAMIDE NEW,80299,$176.00
 3760560,ANTIMONY BLOOD NEW,83018,$79.00
 3760565,ANTIMONY URINE NEW,83018,$69.00
 3760568,INTRINSIC FACT AB NEW,86340,$349.00
 3760570,ALLERGY PROFILE SOUTHWEST NEW,86003,$810.00
 3760575,STONE  ANALYSIS NEW,82365,$105.00
 3760580,IMMUNOFIXATION URINE NEW,86335,$194.00
 3760585,IMMUNOFIXATION SERUM NEW,86334,$204.00
 3760590,QUANTIFERON - TB GOLD NEW,86480,$340.00
 3760595,T CELLS CD4 8 RATIO NEW,86360,$264.00
 3760600,THYROID PEROXIDASE Ab (TPO) NEW,86376,$60.00
 3760605,CRYPTOCOCCAL AG LATEX NEW,86403,$121.00
 3760610,RA FACTOR QUAL NEW,86430,$82.00
 3760615,RPR QL w/REFLEX NEW,86592,$88.00
 3760620,VDRL SERUM NEW,86592,$69.00
 3760625,LYME DISEASE AB IGM IGG NEW,86617,$161.00
 3760630,COCCI SCREEN IGG IGM NEW,86635,$116.00
 3760635,H PYLORI AB QUAL STOOL NEW,86677,$153.00
 3760640,HERPES SIMPLEX 1/2 AB IGG(LONDON) NEW,86695,$315.00
 3760645,HIV 1/2 AB QUAL (SCREEN) NEW,86703,$157.00
 3760650,HIV 1&2 AB QUAL NEW,86703,$119.00
 3760655,MYCOPLASMA AB IGG QL NEW,86738,$137.00
 3760660,MYCOPLASMA AB IGM QL NEW,86738,$137.00
 3760665,RSV AB QUAL NEW,86756,$323.00
 3760670,RUBELLA IGG NEW,86762,$97.00
 3760675,RUBEOLA IGG NEW,86765,$59.00
 3760680,FTA-ABS NEW,86780,$263.00
 3760682,"OXALIC ACID, 24HR URINE NEW",82570,$75.00
 3760685,"VARICELLA ZOSTER, IGG NEW",86787,$132.00
 3760689,"CULTURE, VIRAL, BODY FLUIDS, TISSUES NEW",87252,$250.00
 3760690,"VARICELLA ZOSTER, IGM NEW",86787,$132.00
 3760695,THYROGLOB AB QUAL NEW,86800,$134.00
 3760700,HEPATITIS C AB QUAL NEW,86803,$161.00
 3760705,CULTURE GENITAL NEW,87070,$170.00
 3760710,CULTURE SPUTUM NEW,87070,$170.00
 3760715,CULTURE WOUND NEW,87070,$170.00
 3760720,CULTURE ANAEROBIC NEW,87075,$201.00
 3760725,CULTURE ID NEW,87077,$77.00
 3760730,ANAEROBIC ORG ID NEW,87076,$100.00
 3760735,AEROBIC ORG ID NEW,87077,$67.00
 3760740,CULTURE BORDETELLA PERT SCR NEW,87081,$275.00
 3760745,CULTURE C DIFF ANAER SCR NEW,87081,$250.00
 3760750,CULTURE BLOOD NEW,87040,$263.00
 3760755,CULTURE STOOL NEW,87045,$171.00
 3760760,MRSA SCREEN NEW,87081,$125.00
 3760765,CUL BODY FLUID NEW,87070,$170.00
 3760770,O&P NEW,87177,$124.00
 3760775,SENSITIVITY MIC NEW,87186,$98.00
 3760780,GRAM STAIN NEW,87205,$76.00
 3760785,C DIFFICILE TOXIN SEND OUT NEW,87230,$250.00
 3760790,CULTURE URINE NEW,87088,$242.00
 3760795,CULTURE FUNGUS NEW,87102,$200.00
 3760800,CULTURE CHLAMYDIA NEW,87110,$197.00
 3760805,CULTURE AFB NEW,87116,$250.00
 3760810,HIV 1 RNA QUANT NEW,87536,$433.00
 3760815,GC /CHLA AMP PROBE (URINE) NEW,87591,$315.00
 3760820,C DIFFICILE TOXIN A/B NEW,87803,$113.00
 3760825,RSV AG BY DIRECTIGEN NEW,87899,$100.00
 3760830,HCV GENOTYPE ONLY NEW,87522,$862.00
 3760833,PATHOLOGIST REVIEW PERIPHERAL SMEAR NEW,85060,$72.00
 3760835,CELL CT. BODY FLD NEW (peritoneal),89051,$93.00
 3760840,CELL CT & DIFF CSF NEW,89051,$150.00
 3760845,CELL CT&DIFF BODY FL NEW,89051,$150.00
 3760850,CRYSTALS BODY FL NEW,89060,$119.00
 3760855,HEP B S AG EIA NEW,87340,$213.00
 3760860,STREP A AG EIA NEW,87430,$125.00
 3760865,HEP C RNA QUANT NEW,87522,$440.00
 3760870,INFLUENZA H1NI NEW,87502,$205.00
 3760875,JO-1 ANTIBODY NEW,86235,$60.00
 3760880,STOOL WBC NEW,87205,$67.00
 3760885,TRICHROME STAIN NEW,88313,$141.00
 3760890,Centromere B Ab NEW,86038,$170.00
 3760895,"HE4, OVARIAN CANCER MONITORING NEW",86305,$170.00
 3760900,"METHYLMALONIC ACID, SERUM NEW",83921,$213.00
 3760905,GLUTEN (f79) IgE NEW,86003,$170.00
 3760910,VITAMIN B2 PLASMA LP/FZ NEW,84252,$170.00
 3760915,"MUMPS VIRUS Ab (IgG, IgM) NEW",86735,$170.00
 3760920,WEST NILE IGG IGM SERUM NEW,86788,$83.00
 3760925,ZONISAMIDE NEW,80203,$191.00
 3760930,SOLUBLE LIVER ANTIGEN AB NEW,83520,$170.00
